id,sex,age,marital,child,educ,source,smoke,smokenum,op1,op2,op3,op4,op5,op6,mast1,mast2,mast3,mast4,mast5,mast6,mast7,pn1,pn2,pn3,pn4,pn5,pn6,pn7,pn8,pn9,pn10,pn11,pn12,pn13,pn14,pn15,pn16,pn17,pn18,pn19,pn20,lifsat1,lifsat2,lifsat3,lifsat4,lifsat5,pss1,pss2,pss3,pss4,pss5,pss6,pss7,pss8,pss9,pss10,sest1,sest2,sest3,sest4,sest5,sest6,sest7,sest8,sest9,sest10,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,rop2,rop4,rop6,rmast1,rmast3,rmast4,rmast6,rmast7,rpss4,rpss5,rpss7,rpss8,rsest3,rsest5,rsest7,rsest9,rsest10,rpc1,rpc2,rpc7,rpc11,rpc15,rpc16,toptim,tmast,tposaff,tnegaff,tlifesat,tpstress,tslfest,tmarlow,tpcoiss,agegp3,agegp5,educrec,lg10negaff,mah_1,coo_1,mah_2
544,FEMALES,23,STEADY RELATIONSHIP,NO,SOME ADDITIONAL TRAINING,WORK,NO,0.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,1.0,4.0,4.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,22.0,19.0,32.0,26.0,17.0,31.0,31.0,6.0,57.0,18 - 29,18 - 24,some additional training,1.41497334797082,0.489670040425862,0.0002342595550027,0.889291305033857
137,FEMALES,22,LIVING WITH PARTNER,NO,SOME ADDITIONAL TRAINING,RELATIONSHIPS,NO,,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,4.0,5.0,5.0,2.0,4.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,20.0,17.0,30.0,20.0,23.0,31.0,28.0,5.0,41.0,18 - 29,18 - 24,some additional training,1.30102999566398,2.84706375554282,0.0007765954565548,0.887760240957055
241,FEMALES,48,MARRIED FIRST TIME,YES,COMPLETED UNDERGRADUATE,WORK,NO,0.0,4.0,2.0,5.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,4.0,1.0,4.0,2.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,6.0,6.0,6.0,6.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,27.0,25.0,39.0,15.0,29.0,25.0,39.0,6.0,65.0,45+,41 - 49,completed undergrad uni,1.17609125905568,0.669487691113568,8.15927988269727e-05,0.883282494587732
213,MALES,22,SINGLE,NO,COMPLETED UNDERGRADUATE,LIFE IN GENERAL,NO,,4.0,1.0,4.0,1.0,5.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,1.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,1.0,4.0,4.0,3.0,2.0,3.0,6.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,1.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,2.0,2.0,27.0,18.0,36.0,20.0,17.0,30.0,30.0,6.0,56.0,18 - 29,18 - 24,completed undergrad uni,1.30102999566398,0.914886763573594,9.62501140160195e-07,0.883152961238031
373,MALES,32,SINGLE,NO,COMPLETED HIGHSCHOOL,WORK,YES,150.0,4.0,1.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,25.0,23.0,36.0,20.0,20.0,23.0,37.0,5.0,67.0,30 - 44,25 - 32,completed high school,1.30102999566398,0.284511213745556,0.0001867600969607,0.880599144125896
260,FEMALES,41,STEADY RELATIONSHIP,NO,POSTGRADUATE COMPLETED,WORK,NO,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,4.0,2.0,1.0,5.0,5.0,3.0,4.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,2.0,4.0,3.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,3.0,2.0,5.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,19.0,17.0,38.0,23.0,18.0,28.0,29.0,2.0,55.0,30 - 44,41 - 49,completed postgrad uni,1.36172783601759,1.47327246551909,0.0007784943065488,0.879969601997902
380,MALES,38,MARRIED FIRST TIME,YES,SOME ADDITIONAL TRAINING,MONEY/FINANCES,YES,120.0,3.0,2.0,3.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,24.0,23.0,29.0,19.0,22.0,25.0,32.0,5.0,66.0,30 - 44,33 - 40,some additional training,1.27875360095283,0.209421816015409,7.04046298790841e-09,0.868131663145092
480,MALES,29,SINGLE,YES,SOME ADDITIONAL TRAINING,WORK,NO,,3.0,2.0,4.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,4.0,1.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,25.0,21.0,32.0,15.0,16.0,27.0,37.0,5.0,60.0,18 - 29,25 - 32,some additional training,1.17609125905568,0.0401761398897601,4.43715815835592e-06,0.851308265377889
514,FEMALES,62,MARRIED FIRST TIME,NO,SOME ADDITIONAL TRAINING,,NO,0.0,3.0,2.0,3.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,1.0,4.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,5.0,2.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,21.0,22.0,32.0,15.0,19.0,27.0,38.0,7.0,68.0,45+,50+,some additional training,1.17609125905568,0.471931429993003,0.0001866981006006,0.851308265377889
203,FEMALES,41,DIVORCED,YES,COMPLETED UNDERGRADUATE,WORK,YES,5.0,5.0,1.0,4.0,2.0,4.0,2.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,5.0,2.0,3.0,1.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,5.0,6.0,6.0,6.0,4.0,5.0,1.0,5.0,5.0,3.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,26.0,28.0,35.0,25.0,27.0,30.0,39.0,9.0,86.0,30 - 44,41 - 49,completed undergrad uni,1.39794000867204,4.78375779402455,0.0344740092181586,0.849765035441059
152,FEMALES,31,SINGLE,NO,COMPLETED UNDERGRADUATE,WORK,NO,0.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,19.0,19.0,31.0,20.0,22.0,31.0,33.0,5.0,48.0,30 - 44,25 - 32,completed undergrad uni,1.30102999566398,1.13968765140774,1.00600454375347e-05,0.849356698810303
294,MALES,41,MARRIED FIRST TIME,NO,COMPLETED UNDERGRADUATE,WORK,NO,0.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,4.0,5.0,1.0,4.0,3.0,3.0,4.0,3.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,5.0,3.0,6.0,6.0,6.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,4.0,4.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,1.0,4.0,3.0,3.0,2.0,20.0,24.0,39.0,15.0,26.0,22.0,34.0,3.0,48.0,30 - 44,41 - 49,completed undergrad uni,1.17609125905568,2.80552553815321,0.0051116838810852,0.843373781495517
414,MALES,24,MARRIED FIRST TIME,YES,COMPLETED UNDERGRADUATE,SPOUSE OR PARTNER,NO,,4.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,5.0,6.0,6.0,6.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,19.0,19.0,31.0,24.0,27.0,27.0,28.0,4.0,52.0,18 - 29,18 - 24,completed undergrad uni,1.38021124171161,0.659778863117218,0.000632238621243,0.841156946800861
361,MALES,48,MARRIED FIRST TIME,YES,COMPLETED HIGHSCHOOL,WORK,NO,0.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,1.0,1.0,4.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,2.0,4.0,1.0,2.0,3.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,6.0,6.0,7.0,7.0,7.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,5.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,23.0,25.0,39.0,16.0,33.0,22.0,39.0,9.0,67.0,45+,41 - 49,completed high school,1.20411998265592,0.680461954854131,0.0001826425470357,0.836735507218694
413,MALES,27,LIVING WITH PARTNER,NO,SOME SECONDARY,WORK,NO,,4.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,5.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,24.0,22.0,36.0,13.0,14.0,23.0,38.0,5.0,75.0,18 - 29,25 - 32,did not complete high school,1.11394335230684,1.87628028500634,0.000139982302375,0.830154780293926
18,FEMALES,61,WIDOWED,YES,COMPLETED HIGHSCHOOL,WORK,NO,0.0,4.0,2.0,4.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0,4.0,5.0,2.0,4.0,2.0,2.0,3.0,4.0,1.0,4.0,1.0,5.0,4.0,2.0,2.0,6.0,6.0,6.0,7.0,6.0,3.0,2.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,4.0,4.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,27.0,26.0,40.0,16.0,31.0,24.0,34.0,5.0,72.0,45+,50+,completed high school,1.20411998265592,1.35119410638925,0.0003747021727599,0.828731226823174
26,FEMALES,55,SINGLE,YES,POSTGRADUATE COMPLETED,WORK,NO,0.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,2.0,4.0,1.0,5.0,3.0,2.0,4.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,4.0,4.0,1.0,1.0,5.0,5.0,5.0,6.0,6.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,5.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,1.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,27.0,28.0,38.0,14.0,27.0,22.0,39.0,3.0,78.0,45+,50+,completed postgrad uni,1.14612803567824,3.01552616057975,0.0008655257289622,0.816210104653963
54,FEMALES,37,LIVING WITH PARTNER,NO,COMPLETED UNDERGRADUATE,WORK,NO,0.0,4.0,1.0,5.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,1.0,5.0,5.0,29.0,27.0,31.0,15.0,35.0,24.0,38.0,5.0,81.0,30 - 44,33 - 40,completed undergrad uni,1.17609125905568,3.14832221571295,0.0030834544705571,0.80483285505545
136,MALES,22,LIVING WITH PARTNER,NO,COMPLETED UNDERGRADUATE,MONEY/FINANCES,NO,,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,5.0,6.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,5.0,3.0,2.0,1.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,21.0,22.0,32.0,15.0,25.0,23.0,36.0,4.0,67.0,18 - 29,18 - 24,completed undergrad uni,1.17609125905568,0.347714993910529,0.0003522472024762,0.801364302555815
4,FEMALES,47,MARRIED FIRST TIME,YES,SOME SECONDARY,CHILDREN,NO,0.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,5.0,5.0,6.0,6.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,24.0,20.0,30.0,25.0,27.0,29.0,36.0,3.0,51.0,45+,41 - 49,did not complete high school,1.39794000867204,0.645955465701069,1.91615241321283e-05,0.792655070031591
276,MALES,42,MARRIED FIRST TIME,YES,COMPLETED UNDERGRADUATE,FAMILY,NO,0.0,5.0,2.0,5.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,4.0,1.0,4.0,5.0,2.0,3.0,1.0,2.0,3.0,4.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,5.0,1.0,4.0,2.0,2.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,1.0,1.0,29.0,27.0,38.0,14.0,23.0,24.0,37.0,7.0,50.0,30 - 44,41 - 49,completed undergrad uni,1.14612803567824,5.13589136939009,0.0004709695430857,0.788618091485179
244,MALES,47,MARRIED FIRST TIME,YES,POSTGRADUATE COMPLETED,WORK,NO,0.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,4.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,5.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,21.0,23.0,34.0,15.0,21.0,22.0,36.0,8.0,62.0,45+,41 - 49,completed postgrad uni,1.17609125905568,0.100076297393396,0.0006533980631723,0.78400612380158
114,FEMALES,50,DIVORCED,YES,SOME ADDITIONAL TRAINING,MONEY/FINANCES,YES,200.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,5.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,5.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,21.0,17.0,39.0,21.0,14.0,27.0,33.0,7.0,53.0,45+,50+,some additional training,1.32221929473392,1.44031387733561,0.001731783629353,0.781441668578899
