serial,s1gender,ethsfr,famsec,s1pared,s1expel,s1truan,s1weight,s1peta2,gcsepts,graddsci,satdsci,gradfren,satfren,gradit,satit,gradphys,satphys,gradchem,satchem,gradbiol,satbiol,gradmath,satmath,gradeng,sateng,pcschtype
230029.0,Male,White,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,Occasional truancy,1.1168400017440103,5+ D-G,35.0,D,Yes,E,Yes,,No,,No,,No,,No,D,Yes,D,Yes,Comprehensive 18
230136.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.3939200533279592,5+ A*-C,64.5,C,Yes,,No,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
230144.0,Female,White,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,Occasional truancy,0.3939200533279592,5+ A*-C,57.0,C,Yes,B,Yes,,No,,No,,No,,No,D,Yes,B,Yes,Comprehensive 18
230151.0,Female,Black,Semi routine and routine occupations,At least one parent with degree,Not excluded,Occasional truancy,0.6183655247920753,1-4 A*-C,40.0,E,Yes,E,Yes,,No,,No,,No,,No,F,Yes,D,Yes,Comprehensive 18
230177.0,Male,White,Intermediate occupations,Neither parent with A-level,Not excluded,Occasional truancy,1.1168400017440103,5+ D-G,30.5,D,Yes,F,Yes,,No,,No,,No,,No,E,Yes,D,Yes,Comprehensive 18
230193.0,Female,Pakistani,Other,Neither parent with A-level,Not excluded,No truancy,0.9505320583197043,1-4 D-G,8.0,Fail,No,,No,,No,,No,,No,,No,F,Yes,,No,Comprehensive 18
230219.0,Male,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.49695546735600293,5+ A*-C,74.0,Fail,No,C,Yes,,No,C,Yes,A,Yes,C,Yes,B,Yes,C,Yes,Comprehensive 18
230235.0,Female,White,Semi routine and routine occupations,At least one parent with degree,Not excluded,No truancy,0.3939200533279592,5+ A*-C,58.0,Fail,No,,No,,No,,No,,No,,No,D,Yes,D,Yes,Comprehensive 18
230268.0,Female,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,Occasional truancy,0.3939200533279592,5+ A*-C,62.0,Fail,No,,No,,No,,No,,No,,No,C,Yes,C,Yes,Comprehensive 18
230284.0,Female,White,Intermediate occupations,At least one parent with degree,Not excluded,No truancy,0.3939200533279592,5+ A*-C,64.0,B,Yes,C,Yes,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
230292.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,Occasional truancy,0.3939200533279592,5+ A*-C,79.0,Fail,No,D,Yes,,No,,No,,No,,No,C,Yes,C,Yes,Comprehensive 18
230367.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.3939200533279592,5+ A*-C,94.0,Fail,No,A*,Yes,,No,B,Yes,A*,Yes,B,Yes,A,Yes,A,Yes,Comprehensive 18
230375.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.3939200533279592,5+ A*-C,56.0,C,Yes,,No,,No,,No,,No,,No,B,Yes,C,Yes,Comprehensive 18
230391.0,Female,White,Semi routine and routine occupations,Neither parent with A-level,Not excluded,No truancy,0.3939200533279592,5+ A*-C,60.5,B,Yes,,No,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
230409.0,Female,White,Large employers and higher professionals,Neither parent with A-level,Not excluded,No truancy,0.6183655247920753,1-4 A*-C,39.0,Fail,No,,No,,No,,No,,No,,No,F,Yes,E,Yes,Comprehensive 18
230417.0,Female,Pakistani,Other,Neither parent with A-level,Not excluded,No truancy,0.9505320583197043,5+ D-G,19.5,Fail,No,,No,,No,,No,,No,,No,F,Yes,E,Yes,Comprehensive 18
230433.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.3939200533279592,5+ A*-C,82.0,A,Yes,,No,,No,,No,,No,,No,C,Yes,A,Yes,Comprehensive 18
230466.0,Male,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.8162454232906763,1-4 A*-C,35.0,D,Yes,F,Yes,,No,,No,,No,,No,D,Yes,D,Yes,Comprehensive 18
230482.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.3939200533279592,5+ A*-C,50.0,C,Yes,C,Yes,,No,,No,,No,,No,C,Yes,C,Yes,Comprehensive 18
230490.0,Male,White,Intermediate occupations,Neither parent with A-level,Suspended,No truancy,0.8162454232906763,1-4 A*-C,40.0,D,Yes,E,Yes,,No,,No,,No,,No,D,Yes,D,Yes,Comprehensive 18
230508.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Suspended,Persistant truancy,0.6183655247920753,1-4 A*-C,43.0,D,Yes,E,Yes,,No,,No,,No,,No,C,Yes,C,Yes,Comprehensive 18
230557.0,Female,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,No truancy,0.3939200533279592,5+ A*-C,62.0,C,Yes,B,Yes,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
230565.0,Male,White,Large employers and higher professionals,At least one parent with A-level,Suspended,No truancy,0.8938572339509971,5+ A*-C,59.5,C,Yes,D,Yes,,No,,No,,No,,No,A,Yes,B,Yes,Comprehensive 18
230599.0,Male,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,No truancy,0.8938572339509971,5+ A*-C,63.5,A,Yes,D,Yes,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
230607.0,Male,White,Large employers and higher professionals,At least one parent with degree,Suspended,Occasional truancy,1.468153434692163,1-4 A*-C,45.5,D,Yes,E,Yes,,No,,No,,No,,No,D,Yes,D,Yes,Comprehensive 18
230623.0,Female,White,Semi routine and routine occupations,Neither parent with A-level,Not excluded,No truancy,0.7085308692525559,5+ A*-C,58.0,C,Yes,C,Yes,,No,,No,,No,,No,D,Yes,C,Yes,Comprehensive 18
230656.0,Female,White,Lower supervisory occupations,At least one parent with A-level,Not excluded,No truancy,0.7085308692525559,5+ A*-C,55.0,D,Yes,C,Yes,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
230664.0,Female,White,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,No truancy,0.7085308692525559,5+ A*-C,68.5,B,Yes,A*,Yes,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
230763.0,Male,White,Large employers and higher professionals,Neither parent with A-level,Not excluded,No truancy,1.0385989813824965,5+ A*-C,55.0,D,Yes,C,Yes,,No,,No,,No,,No,E,Yes,D,Yes,Comprehensive 18
230797.0,Male,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,No truancy,0.8938572339509971,5+ A*-C,65.0,B,Yes,B,Yes,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
230805.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,Persistant truancy,1.112233457259346,1-4 A*-C,39.0,F,Yes,F,Yes,,No,,No,,No,,No,E,Yes,D,Yes,Comprehensive 18
230813.0,Female,White,Semi routine and routine occupations,Neither parent with A-level,Not excluded,No truancy,0.7085308692525559,5+ A*-C,58.0,D,Yes,D,Yes,,No,,No,,No,,No,C,Yes,D,Yes,Comprehensive 18
230839.0,Female,Indian,Intermediate occupations,At least one parent with A-level,Not excluded,No truancy,0.7085308692525559,5+ A*-C,64.0,C,Yes,A,Yes,,No,,No,,No,,No,B,Yes,C,Yes,Comprehensive 18
230847.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,1.0333161579789634,5+ A*-C,47.5,C,Yes,,No,,No,,No,,No,,No,C,Yes,C,Yes,Comprehensive 18
230870.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,Occasional truancy,0.7085308692525559,5+ A*-C,73.0,B,Yes,A,Yes,,No,,No,,No,,No,A,Yes,B,Yes,Comprehensive 18
230888.0,Female,White,Semi routine and routine occupations,Neither parent with A-level,Not excluded,No truancy,1.709839835477045,5+ D-G,23.0,F,Yes,F,Yes,,No,,No,,No,,No,F,Yes,E,Yes,Comprehensive 16
230912.0,Male,White,Lower supervisory occupations,At least one parent with A-level,,Occasional truancy,1.149176417527536,5+ A*-C,44.5,C,Yes,D,Yes,,No,,No,,No,,No,D,Yes,C,Yes,Comprehensive 16
230961.0,Female,Other ethnic group(inc mixed),Lower professional and higher technical occupations,At least one parent with degree,Not excluded,Occasional truancy,1.0455075933216031,5+ A*-C,41.0,C,Yes,C,Yes,,No,,No,,No,,No,D,Yes,B,Yes,Comprehensive 16
230995.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,Occasional truancy,1.0455075933216031,5+ A*-C,49.5,D,Yes,,No,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
231001.0,Female,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,No truancy,1.0455075933216031,5+ A*-C,46.5,D,Yes,C,Yes,,No,,No,,No,,No,C,Yes,A,Yes,Comprehensive 18
231019.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,Occasional truancy,1.245368497412199,1-4 A*-C,39.0,D,Yes,D,Yes,,No,,No,,No,,No,D,Yes,C,Yes,Comprehensive 18
231035.0,Female,White,Intermediate occupations,At least one parent with degree,Not excluded,Occasional truancy,1.709839835477045,5+ D-G,26.5,E,Yes,F,Yes,,No,,No,,No,,No,D,Yes,D,Yes,Comprehensive 18
231043.0,Female,White,Intermediate occupations,At least one parent with A-level,Not excluded,No truancy,0.77805702927984,5+ A*-C,58.0,B,Yes,C,Yes,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
231050.0,Male,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,1.149176417527536,5+ A*-C,47.0,B,Yes,D,Yes,,No,,No,,No,,No,B,Yes,D,Yes,Comprehensive 18
231068.0,Male,White,Intermediate occupations,At least one parent with A-level,Not excluded,No truancy,0.9517996080605831,5+ A*-C,54.5,B,Yes,B,Yes,,No,,No,,No,,No,A,Yes,B,Yes,Comprehensive 18
231092.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,,0.77805702927984,5+ A*-C,80.0,A,Yes,B,Yes,,No,,No,,No,,No,C,Yes,A*,Yes,Comprehensive 18
231126.0,Female,,Other,At least one parent with A-level,Not excluded,,1.0455075933216031,5+ A*-C,46.0,C,Yes,D,Yes,C,Yes,,No,,No,,No,D,Yes,C,Yes,Comprehensive 18
231142.0,Female,White,Semi routine and routine occupations,At least one parent with A-level,Not excluded,No truancy,1.245368497412199,1-4 A*-C,38.0,C,Yes,E,Yes,,No,,No,,No,,No,D,Yes,D,Yes,Comprehensive 18
231159.0,Female,White,Semi routine and routine occupations,At least one parent with degree,Not excluded,Occasional truancy,1.709839835477045,5+ D-G,26.5,E,Yes,F,Yes,,No,,No,,No,,No,G,Yes,E,Yes,Comprehensive 18
231191.0,Female,White,Intermediate occupations,At least one parent with A-level,Not excluded,Persistant truancy,1.709839835477045,5+ D-G,11.0,G,Yes,,No,,No,,No,,No,,No,Fail,Yes,F,Yes,Comprehensive 18
231209.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.77805702927984,5+ A*-C,47.0,C,Yes,C,Yes,,No,,No,,No,,No,D,Yes,C,Yes,Comprehensive 18
231217.0,Female,White,Intermediate occupations,At least one parent with degree,Not excluded,No truancy,0.77805702927984,5+ A*-C,52.0,B,Yes,C,Yes,,No,,No,,No,,No,C,Yes,C,Yes,Comprehensive 18
231225.0,Male,,Intermediate occupations,At least one parent with A-level,Not excluded,Occasional truancy,1.149176417527536,5+ A*-C,45.0,C,Yes,D,Yes,,No,,No,,No,,No,C,Yes,C,Yes,Comprehensive 18
231274.0,Male,White,Semi routine and routine occupations,At least one parent with A-level,Not excluded,No truancy,0.9517996080605831,5+ A*-C,55.0,B,Yes,C,Yes,,No,,No,,No,,No,B,Yes,A,Yes,Comprehensive 18
231324.0,Female,White,Large employers and higher professionals,At least one parent with degree,Not excluded,Occasional truancy,0.77805702927984,5+ A*-C,54.0,C,Yes,,No,,No,,No,,No,,No,C,Yes,A,Yes,Comprehensive 18
231332.0,Female,White,Large employers and higher professionals,At least one parent with A-level,Not excluded,No truancy,0.77805702927984,5+ A*-C,70.0,A,Yes,A*,Yes,,No,,No,,No,,No,A,Yes,A,Yes,Comprehensive 18
231340.0,Female,White,Lower supervisory occupations,Neither parent with A-level,Not excluded,No truancy,0.77805702927984,5+ A*-C,70.0,C,Yes,,No,,No,,No,,No,,No,A,Yes,B,Yes,Comprehensive 18
231357.0,Female,White,Lower supervisory occupations,At least one parent with A-level,Not excluded,Occasional truancy,0.77805702927984,5+ A*-C,56.5,C,Yes,A,Yes,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 16
231365.0,Male,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,1.6766171082566872,1-4 A*-C,43.0,E,Yes,D,Yes,,No,,No,,No,,No,D,Yes,D,Yes,Comprehensive 16
231431.0,Male,White,Large employers and higher professionals,Neither parent with A-level,Not excluded,No truancy,0.9517996080605831,5+ A*-C,62.0,B,Yes,B,Yes,,No,,No,,No,,No,B,Yes,A,Yes,Comprehensive 16
231449.0,Male,White,Large employers and higher professionals,At least one parent with degree,Suspended,Persistant truancy,2.2374272889082496,5+ D-G,16.0,E,Yes,,No,,No,,No,,No,,No,E,Yes,F,Yes,Comprehensive 16
231464.0,Female,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.77805702927984,5+ A*-C,52.0,C,Yes,C,Yes,,No,,No,,No,,No,B,Yes,C,Yes,Comprehensive 16
231472.0,Male,White,Large employers and higher professionals,Neither parent with A-level,Suspended,No truancy,0.9517996080605831,5+ A*-C,56.0,B,Yes,D,Yes,C,Yes,,No,,No,,No,B,Yes,B,Yes,Comprehensive 16
231498.0,Male,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,1.149176417527536,5+ A*-C,48.5,C,Yes,D,Yes,,No,,No,,No,,No,B,Yes,C,Yes,Comprehensive 16
231522.0,Female,White,Lower supervisory occupations,Neither parent with A-level,Not excluded,No truancy,0.77805702927984,5+ A*-C,72.0,A,Yes,B,Yes,B,Yes,,No,,No,,No,A,Yes,A,Yes,Comprehensive 16
231548.0,Female,White,Other,Neither parent with A-level,Not excluded,No truancy,1.245368497412199,1-4 A*-C,34.0,E,Yes,,No,,No,,No,,No,,No,E,Yes,D,Yes,Comprehensive 18
231555.0,Male,White,Lower supervisory occupations,Neither parent with A-level,Suspended,No truancy,2.2374272889082496,1-4 D-G,12.0,D,Yes,,No,,No,,No,,No,,No,E,Yes,,No,Comprehensive 18
231571.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.77805702927984,5+ A*-C,51.0,C,Yes,,No,,No,,No,,No,,No,C,Yes,C,Yes,Comprehensive 18
231589.0,Male,White,Intermediate occupations,At least one parent with A-level,Not excluded,Occasional truancy,1.6766171082566872,1-4 A*-C,32.0,E,Yes,,No,,No,,No,,No,,No,D,Yes,C,Yes,Comprehensive 18
231605.0,Female,White,Intermediate occupations,At least one parent with degree,Not excluded,Persistant truancy,1.0455075933216031,5+ A*-C,44.0,D,Yes,,No,,No,,No,,No,,No,D,Yes,C,Yes,Comprehensive 18
231613.0,Male,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,No truancy,0.9517996080605831,5+ A*-C,67.0,A,Yes,,No,A,Yes,,No,,No,,No,A,Yes,A,Yes,Comprehensive 18
231670.0,Male,White,Large employers and higher professionals,At least one parent with degree,Not excluded,Occasional truancy,2.2374272889082496,5+ D-G,12.0,F,Yes,Fail,Yes,,No,,No,,No,,No,F,Yes,F,Yes,Comprehensive 16
231696.0,Female,,Lower supervisory occupations,Neither parent with A-level,,,1.245368497412199,1-4 A*-C,40.5,D,Yes,E,Yes,,No,,No,,No,,No,D,Yes,C,Yes,Comprehensive 16
231738.0,Female,White,Semi routine and routine occupations,Neither parent with A-level,Not excluded,Occasional truancy,0.77805702927984,5+ A*-C,53.0,C,Yes,,No,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 16
231753.0,Male,Other Asian (inc Chinese),Semi routine and routine occupations,Neither parent with A-level,Suspended,Occasional truancy,2.2374272889082496,5+ D-G,21.0,F,Yes,G,Yes,,No,,No,,No,,No,F,Yes,E,Yes,Comprehensive 16
231803.0,Male,Other ethnic group(inc mixed),Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,1.149176417527536,5+ A*-C,42.0,Fail,No,C,Yes,,No,,No,,No,,No,B,Yes,C,Yes,Comprehensive 18
231811.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.77805702927984,5+ A*-C,71.5,A*,Yes,A*,Yes,,No,,No,,No,,No,A*,Yes,A,Yes,Comprehensive 18
231837.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,Occasional truancy,1.245368497412199,1-4 A*-C,35.5,Fail,No,D,Yes,,No,,No,,No,,No,D,Yes,C,Yes,Comprehensive 18
231845.0,Male,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,No truancy,1.149176417527536,5+ A*-C,48.5,C,Yes,B,Yes,,No,,No,,No,,No,B,Yes,C,Yes,Comprehensive 18
231852.0,Female,White,Intermediate occupations,At least one parent with A-level,Not excluded,No truancy,1.0455075933216031,5+ A*-C,49.5,E,Yes,C,Yes,,No,,No,,No,,No,C,Yes,B,Yes,Comprehensive 18
231860.0,Male,White,Large employers and higher professionals,Neither parent with A-level,Not excluded,Occasional truancy,0.9517996080605831,5+ A*-C,52.0,B,Yes,C,Yes,,No,,No,,No,,No,A,Yes,B,Yes,Comprehensive 18
231886.0,Male,White,Other,At least one parent with degree,Not excluded,No truancy,1.149176417527536,5+ A*-C,42.0,B,Yes,E,Yes,,No,,No,,No,,No,B,Yes,C,Yes,Comprehensive 18
231902.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.77805702927984,5+ A*-C,69.5,A*,Yes,A,Yes,,No,,No,,No,,No,A*,Yes,A,Yes,Comprehensive 18
231910.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.77805702927984,5+ A*-C,54.0,C,Yes,B,Yes,,No,,No,,No,,No,C,Yes,B,Yes,Comprehensive 18
231928.0,Female,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,No truancy,0.77805702927984,5+ A*-C,52.0,C,Yes,D,Yes,,No,,No,,No,,No,C,Yes,B,Yes,Comprehensive 18
231951.0,Female,White,Large employers and higher professionals,Neither parent with A-level,Not excluded,No truancy,0.77805702927984,5+ A*-C,51.0,C,Yes,C,Yes,B,Yes,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
231969.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,Occasional truancy,0.77805702927984,5+ A*-C,66.0,A,Yes,,No,,No,,No,,No,,No,A,Yes,A*,Yes,Comprehensive 18
232009.0,Male,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,Occasional truancy,1.149176417527536,5+ A*-C,47.0,D,Yes,,No,,No,,No,,No,,No,C,Yes,B,Yes,Comprehensive 18
232017.0,Male,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.9517996080605831,5+ A*-C,49.0,B,Yes,,No,B,Yes,,No,,No,,No,B,Yes,C,Yes,Comprehensive 18
232041.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,Occasional truancy,1.709839835477045,5+ D-G,10.0,F,Yes,,No,Fail,Yes,,No,,No,,No,F,Yes,E,Yes,Comprehensive 18
232058.0,Female,Other Asian (inc Chinese),Large employers and higher professionals,Neither parent with A-level,Not excluded,No truancy,1.245368497412199,1-4 A*-C,36.0,D,Yes,E,Yes,,No,,No,,No,,No,D,Yes,C,Yes,Comprehensive 18
232108.0,Female,White,Large employers and higher professionals,At least one parent with degree,Not excluded,Occasional truancy,0.77805702927984,5+ A*-C,61.5,A,Yes,,No,,No,,No,,No,,No,A,Yes,A,Yes,Comprehensive 18
232132.0,Female,White,Lower supervisory occupations,Neither parent with A-level,Not excluded,No truancy,0.77805702927984,5+ A*-C,80.0,D,Yes,,No,,No,,No,,No,,No,C,Yes,C,Yes,Comprehensive 18
232173.0,Male,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,1.149176417527536,5+ A*-C,58.5,D,Yes,,No,,No,,No,,No,,No,D,Yes,B,Yes,Comprehensive 18
232249.0,Male,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.9517996080605831,5+ A*-C,72.0,A,Yes,A*,Yes,,No,,No,,No,,No,A,Yes,A,Yes,Comprehensive 18
232264.0,Male,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,Occasional truancy,0.9517996080605831,5+ A*-C,54.0,B,Yes,B,Yes,,No,,No,,No,,No,A,Yes,B,Yes,Comprehensive 18
232330.0,Male,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.9517996080605831,5+ A*-C,77.0,A,Yes,,No,,No,,No,,No,,No,A*,Yes,A,Yes,Comprehensive 18
232348.0,Female,White,Other,At least one parent with A-level,Not excluded,No truancy,0.77805702927984,5+ A*-C,58.0,D,Yes,C,Yes,,No,,No,,No,,No,D,Yes,C,Yes,Comprehensive 18
232355.0,Female,White,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,No truancy,1.0455075933216031,5+ A*-C,43.0,D,Yes,,No,,No,,No,,No,,No,C,Yes,C,Yes,Comprehensive 18
232363.0,Male,White,Large employers and higher professionals,Neither parent with A-level,Not excluded,No truancy,1.149176417527536,5+ A*-C,48.0,B,Yes,,No,A,Yes,,No,,No,,No,B,Yes,C,Yes,Comprehensive 18
232371.0,Female,White,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,No truancy,1.245368497412199,1-4 A*-C,38.0,E,Yes,,No,,No,,No,,No,,No,D,Yes,D,Yes,Comprehensive 18
232397.0,Male,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,1.149176417527536,5+ A*-C,47.0,D,Yes,D,Yes,A*,Yes,,No,,No,,No,B,Yes,C,Yes,Comprehensive 18
232405.0,Female,White,Semi routine and routine occupations,At least one parent with degree,Not excluded,No truancy,0.77805702927984,5+ A*-C,59.0,A,Yes,C,Yes,,No,,No,,No,,No,A,Yes,B,Yes,Comprehensive 18
232413.0,Male,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.9517996080605831,5+ A*-C,59.0,A,Yes,C,Yes,A,Yes,,No,,No,,No,A,Yes,A,Yes,Comprehensive 18
232421.0,Female,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.77805702927984,5+ A*-C,69.0,A,Yes,A*,Yes,,No,,No,,No,,No,A*,Yes,A*,Yes,Comprehensive 18
232439.0,Female,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,No truancy,1.0455075933216031,5+ A*-C,41.0,Fail,No,,No,,No,,No,,No,,No,C,Yes,B,Yes,Comprehensive 18
232447.0,Male,Other ethnic group(inc mixed),Other,Neither parent with A-level,Not excluded,No truancy,0.9517996080605831,5+ A*-C,58.0,A,Yes,A,Yes,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
232454.0,Female,White,Large employers and higher professionals,Neither parent with A-level,Not excluded,No truancy,0.77805702927984,5+ A*-C,48.0,C,Yes,C,Yes,,No,,No,,No,,No,D,Yes,C,Yes,Comprehensive 18
232462.0,Male,White,Lower supervisory occupations,Neither parent with A-level,Suspended,No truancy,1.6766171082566872,1-4 A*-C,32.0,Fail,No,,No,B,Yes,,No,,No,,No,D,Yes,D,Yes,Comprehensive 18
232488.0,Male,Other Asian (inc Chinese),Other,Neither parent with A-level,Not excluded,No truancy,0.9517996080605831,5+ A*-C,50.0,B,Yes,D,Yes,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
232579.0,Male,White,Intermediate occupations,At least one parent with A-level,Not excluded,Occasional truancy,0.9517996080605831,5+ A*-C,45.0,C,Yes,C,Yes,B,Yes,,No,,No,,No,B,Yes,C,Yes,Comprehensive 18
232587.0,Female,White,Other,Neither parent with A-level,Not excluded,No truancy,0.77805702927984,5+ A*-C,50.0,B,Yes,,No,B,Yes,,No,,No,,No,B,Yes,C,Yes,Comprehensive 18
232603.0,Male,White,Intermediate occupations,Neither parent with A-level,Not excluded,Occasional truancy,1.6766171082566872,1-4 A*-C,31.0,Fail,No,,No,,No,,No,,No,,No,D,Yes,C,Yes,Comprehensive 18
232652.0,Female,White,Other,At least one parent with degree,Not excluded,No truancy,1.245368497412199,1-4 A*-C,41.0,D,Yes,E,Yes,D,Yes,,No,,No,,No,C,Yes,C,Yes,Comprehensive 16
232660.0,Male,White,Lower supervisory occupations,Neither parent with A-level,Not excluded,Occasional truancy,0.9517996080605831,5+ A*-C,58.0,B,Yes,D,Yes,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 16
232678.0,Male,White,Lower supervisory occupations,At least one parent with A-level,Not excluded,No truancy,1.6766171082566872,1-4 A*-C,18.0,C,Yes,,No,,No,,No,,No,,No,Fail,Yes,D,Yes,Comprehensive 16
232686.0,Male,White,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,No truancy,1.6766171082566872,1-4 A*-C,40.0,C,Yes,,No,,No,,No,,No,,No,D,Yes,D,Yes,Comprehensive 16
232702.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,Occasional truancy,0.77805702927984,5+ A*-C,58.0,B,Yes,,No,,No,,No,,No,,No,C,Yes,A,Yes,Comprehensive 16
232728.0,Male,White,Intermediate occupations,At least one parent with degree,Not excluded,No truancy,0.9517996080605831,5+ A*-C,69.0,A*,Yes,C,Yes,A,Yes,,No,,No,,No,B,Yes,A,Yes,Comprehensive 16
232744.0,Male,White,Large employers and higher professionals,Neither parent with A-level,Not excluded,No truancy,0.9517996080605831,5+ A*-C,49.0,Fail,No,A,Yes,D,Yes,C,Yes,C,Yes,C,Yes,C,Yes,A,Yes,Comprehensive 16
232751.0,Female,White,Large employers and higher professionals,At least one parent with A-level,Not excluded,No truancy,0.77805702927984,5+ A*-C,58.0,B,Yes,C,Yes,B,Yes,,No,,No,,No,B,Yes,B,Yes,Comprehensive 16
232769.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,Occasional truancy,1.0455075933216031,5+ A*-C,49.5,D,Yes,D,Yes,,No,,No,,No,,No,C,Yes,B,Yes,Comprehensive 18
232785.0,Male,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,1.6766171082566872,1-4 A*-C,32.5,F,Yes,E,Yes,,No,,No,,No,,No,D,Yes,D,Yes,Comprehensive 18
232819.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.77805702927984,5+ A*-C,50.5,C,Yes,D,Yes,,No,,No,,No,,No,C,Yes,B,Yes,Comprehensive 18
232835.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,1.0455075933216031,5+ A*-C,45.0,C,Yes,C,Yes,,No,,No,,No,,No,B,Yes,C,Yes,Comprehensive 18
232843.0,Female,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,Occasional truancy,0.77805702927984,5+ A*-C,68.0,A,Yes,A*,Yes,,No,,No,,No,,No,B,Yes,B,Yes,Comprehensive 18
232850.0,Female,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,No truancy,0.77805702927984,5+ A*-C,47.0,B,Yes,,No,,No,,No,,No,,No,C,Yes,C,Yes,Comprehensive 18
232868.0,Female,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,No truancy,1.245368497412199,1-4 A*-C,34.0,C,Yes,,No,,No,,No,,No,,No,E,Yes,D,Yes,Comprehensive 18
